number;Indicator;Group;State;Subgroup;Phase;Time Period;Time Period Label;Time Period Start Date;Time Period End Date;Value;Low CI;High CI;Confidence Interval;Quartile Range
12139;Symptoms of Anxiety Disorder;By State;Alabama;Alabama;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;33.0;29.0;37.2;29.0 - 37.2;29.4-34.2
12140;Symptoms of Anxiety Disorder;By State;Alaska;Alaska;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.2;21.1;34.1;21.1 - 34.1;25.5-27.4
12141;Symptoms of Anxiety Disorder;By State;Arizona;Arizona;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.4;25.0;32.0;25.0 - 32.0;27.5-29.3
12142;Symptoms of Anxiety Disorder;By State;Arkansas;Arkansas;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;25.5;20.8;30.6;20.8 - 30.6;25.5-27.4
12143;Symptoms of Anxiety Disorder;By State;California;California;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.0;24.4;29.8;24.4 - 29.8;25.5-27.4
12144;Symptoms of Anxiety Disorder;By State;Colorado;Colorado;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.5;25.3;31.8;25.3 - 31.8;27.5-29.3
12145;Symptoms of Anxiety Disorder;By State;Connecticut;Connecticut;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.4;24.2;30.7;24.2 - 30.7;25.5-27.4
12146;Symptoms of Anxiety Disorder;By State;Delaware;Delaware;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.2;22.3;32.6;22.3 - 32.6;25.5-27.4
12147;Symptoms of Anxiety Disorder;By State;District of Columbia;District of Columbia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.0;17.7;29.0;17.7 - 29.0;22.3-25.4
12148;Symptoms of Anxiety Disorder;By State;Florida;Florida;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.4;26.0;33.0;26.0 - 33.0;29.4-34.2
12149;Symptoms of Anxiety Disorder;By State;Georgia;Georgia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.5;24.4;32.9;24.4 - 32.9;27.5-29.3
12150;Symptoms of Anxiety Disorder;By State;Hawaii;Hawaii;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;22.3;17.6;27.6;17.6 - 27.6;22.3-25.4
12151;Symptoms of Anxiety Disorder;By State;Idaho;Idaho;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.1;26.1;34.4;26.1 - 34.4;29.4-34.2
12152;Symptoms of Anxiety Disorder;By State;Illinois;Illinois;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.5;22.7;30.6;22.7 - 30.6;25.5-27.4
12153;Symptoms of Anxiety Disorder;By State;Indiana;Indiana;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.7;23.0;30.7;23.0 - 30.7;25.5-27.4
12154;Symptoms of Anxiety Disorder;By State;Iowa;Iowa;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.3;20.0;26.8;20.0 - 26.8;22.3-25.4
12155;Symptoms of Anxiety Disorder;By State;Kansas;Kansas;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.8;25.1;32.6;25.1 - 32.6;27.5-29.3
12156;Symptoms of Anxiety Disorder;By State;Kentucky;Kentucky;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.3;25.8;33.1;25.8 - 33.1;27.5-29.3
12157;Symptoms of Anxiety Disorder;By State;Louisiana;Louisiana;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.7;26.5;35.2;26.5 - 35.2;29.4-34.2
12158;Symptoms of Anxiety Disorder;By State;Maine;Maine;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.3;18.0;29.3;18.0 - 29.3;22.3-25.4
12159;Symptoms of Anxiety Disorder;By State;Maryland;Maryland;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;24.5;21.2;28.0;21.2 - 28.0;22.3-25.4
12160;Symptoms of Anxiety Disorder;By State;Massachusetts;Massachusetts;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.0;22.4;32.0;22.4 - 32.0;25.5-27.4
12161;Symptoms of Anxiety Disorder;By State;Michigan;Michigan;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.2;25.1;31.4;25.1 - 31.4;27.5-29.3
12162;Symptoms of Anxiety Disorder;By State;Minnesota;Minnesota;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.3;19.7;27.2;19.7 - 27.2;22.3-25.4
12163;Symptoms of Anxiety Disorder;By State;Mississippi;Mississippi;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.6;23.5;34.0;23.5 - 34.0;27.5-29.3
12164;Symptoms of Anxiety Disorder;By State;Missouri;Missouri;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.9;23.3;30.8;23.3 - 30.8;25.5-27.4
12165;Symptoms of Anxiety Disorder;By State;Montana;Montana;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.3;25.1;33.8;25.1 - 33.8;27.5-29.3
12166;Symptoms of Anxiety Disorder;By State;Nebraska;Nebraska;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;22.3;19.5;25.4;19.5 - 25.4;22.3-25.4
12167;Symptoms of Anxiety Disorder;By State;Nevada;Nevada;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.8;23.6;30.1;23.6 - 30.1;25.5-27.4
12168;Symptoms of Anxiety Disorder;By State;New Hampshire;New Hampshire;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.7;23.6;32.1;23.6 - 32.1;27.5-29.3
12169;Symptoms of Anxiety Disorder;By State;New Jersey;New Jersey;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;24.9;21.4;28.6;21.4 - 28.6;22.3-25.4
12170;Symptoms of Anxiety Disorder;By State;New Mexico;New Mexico;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.9;22.8;33.4;22.8 - 33.4;27.5-29.3
12171;Symptoms of Anxiety Disorder;By State;New York;New York;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.3;25.0;33.9;25.0 - 33.9;27.5-29.3
12172;Symptoms of Anxiety Disorder;By State;North Carolina;North Carolina;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.5;21.4;32.2;21.4 - 32.2;25.5-27.4
12173;Symptoms of Anxiety Disorder;By State;North Dakota;North Dakota;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;25.4;21.5;29.6;21.5 - 29.6;22.3-25.4
12174;Symptoms of Anxiety Disorder;By State;Ohio;Ohio;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.5;26.4;34.9;26.4 - 34.9;29.4-34.2
12175;Symptoms of Anxiety Disorder;By State;Oklahoma;Oklahoma;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.2;25.8;34.9;25.8 - 34.9;29.4-34.2
12176;Symptoms of Anxiety Disorder;By State;Oregon;Oregon;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.8;26.5;33.2;26.5 - 33.2;29.4-34.2
12177;Symptoms of Anxiety Disorder;By State;Pennsylvania;Pennsylvania;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.6;24.5;33.0;24.5 - 33.0;27.5-29.3
12178;Symptoms of Anxiety Disorder;By State;Rhode Island;Rhode Island;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;22.5;18.2;27.2;18.2 - 27.2;22.3-25.4
12179;Symptoms of Anxiety Disorder;By State;South Carolina;South Carolina;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.1;23.3;31.2;23.3 - 31.2;25.5-27.4
12180;Symptoms of Anxiety Disorder;By State;South Dakota;South Dakota;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.2;18.3;28.6;18.3 - 28.6;22.3-25.4
12181;Symptoms of Anxiety Disorder;By State;Tennessee;Tennessee;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.1;26.4;34.0;26.4 - 34.0;29.4-34.2
12182;Symptoms of Anxiety Disorder;By State;Texas;Texas;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.2;25.1;31.4;25.1 - 31.4;27.5-29.3
12183;Symptoms of Anxiety Disorder;By State;Utah;Utah;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.9;24.9;31.1;24.9 - 31.1;27.5-29.3
12184;Symptoms of Anxiety Disorder;By State;Vermont;Vermont;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.1;21.5;31.2;21.5 - 31.2;25.5-27.4
12185;Symptoms of Anxiety Disorder;By State;Virginia;Virginia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;25.4;21.4;29.8;21.4 - 29.8;22.3-25.4
12186;Symptoms of Anxiety Disorder;By State;Washington;Washington;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.8;25.3;30.5;25.3 - 30.5;27.5-29.3
12187;Symptoms of Anxiety Disorder;By State;West Virginia;West Virginia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;34.2;28.4;40.5;28.4 - 40.5;29.4-34.2
12188;Symptoms of Anxiety Disorder;By State;Wisconsin;Wisconsin;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.3;20.4;26.4;20.4 - 26.4;22.3-25.4
12189;Symptoms of Anxiety Disorder;By State;Wyoming;Wyoming;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.4;25.6;33.4;25.6 - 33.4;29.4-34.2
12190;Symptoms of Anxiety Disorder or Depressive Disorder;National Estimate;United States;United States;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.3;31.7;33.0;31.7 - 33.0;
12191;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;18 - 29 years;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;47.3;45.2;49.4;45.2 - 49.4;
12192;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;30 - 39 years;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;36.1;34.6;37.6;34.6 - 37.6;
12193;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;40 - 49 years;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;34.3;32.6;36.0;32.6 - 36.0;
12194;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;50 - 59 years;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.7;30.2;33.2;30.2 - 33.2;
12195;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;60 - 69 years;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;25.1;23.9;26.4;23.9 - 26.4;
12196;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;70 - 79 years;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;18.9;17.2;20.6;17.2 - 20.6;
12197;Symptoms of Anxiety Disorder or Depressive Disorder;By Age;United States;80 years and above;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;15.8;12.4;19.6;12.4 - 19.6;
12198;Symptoms of Anxiety Disorder or Depressive Disorder;By Sex;United States;Male;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.8;28.6;31.0;28.6 - 31.0;
12199;Symptoms of Anxiety Disorder or Depressive Disorder;By Sex;United States;Female;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;34.8;34.0;35.6;34.0 - 35.6;
12200;Symptoms of Anxiety Disorder or Depressive Disorder;By Gender identity;United States;Cis-gender male;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.3;28.1;30.6;28.1 - 30.6;
12201;Symptoms of Anxiety Disorder or Depressive Disorder;By Gender identity;United States;Cis-gender female;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;34.3;33.6;35.1;33.6 - 35.1;
12202;Symptoms of Anxiety Disorder or Depressive Disorder;By Gender identity;United States;Transgender;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;60.1;49.5;70.0;49.5 - 70.0;
12203;Symptoms of Anxiety Disorder or Depressive Disorder;By Sexual orientation;United States;Gay or lesbian;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;40.2;36.4;44.1;36.4 - 44.1;
12204;Symptoms of Anxiety Disorder or Depressive Disorder;By Sexual orientation;United States;Straight;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.7;29.1;30.3;29.1 - 30.3;
12205;Symptoms of Anxiety Disorder or Depressive Disorder;By Sexual orientation;United States;Bisexual;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;58.8;54.4;63.0;54.4 - 63.0;
12206;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Hispanic or Latino;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;38.5;36.3;40.7;36.3 - 40.7;
12207;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic White, single race;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.1;30.4;31.8;30.4 - 31.8;
12208;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Black, single race;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.6;29.3;33.8;29.3 - 33.8;
12209;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic Asian, single race;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;25.2;21.7;29.0;21.7 - 29.0;
12210;Symptoms of Anxiety Disorder or Depressive Disorder;By Race/Hispanic ethnicity;United States;Non-Hispanic, other races and multiple races;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;38.1;35.2;41.1;35.2 - 41.1;
12211;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Less than a high school diploma;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;39.6;34.6;44.8;34.6 - 44.8;
12212;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;High school diploma or GED;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;36.1;34.5;37.6;34.5 - 37.6;
12213;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Some college/Associate's degree;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;36.9;35.6;38.3;35.6 - 38.3;
12214;Symptoms of Anxiety Disorder or Depressive Disorder;By Education;United States;Bachelor's degree or higher;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;24.0;23.1;24.8;23.1 - 24.8;
12215;Symptoms of Anxiety Disorder or Depressive Disorder;By Disability status;United States;With disability;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;62.9;61.1;64.6;61.1 - 64.6;
12216;Symptoms of Anxiety Disorder or Depressive Disorder;By Disability status;United States;Without disability;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.3;25.6;27.1;25.6 - 27.1;
12217;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Alabama;Alabama;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;38.2;34.7;41.8;34.7 - 41.8;33.3-39.2
12218;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Alaska;Alaska;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.6;25.4;38.4;25.4 - 38.4;29.5-32.0
12219;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Arizona;Arizona;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;33.2;29.7;36.9;29.7 - 36.9;32.1-33.2
12220;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Arkansas;Arkansas;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.6;26.0;35.5;26.0 - 35.5;29.5-32.0
12221;Symptoms of Anxiety Disorder or Depressive Disorder;By State;California;California;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.6;30.0;35.3;30.0 - 35.3;32.1-33.2
12222;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Colorado;Colorado;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.1;28.9;35.4;28.9 - 35.4;32.1-33.2
12223;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Connecticut;Connecticut;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.5;27.0;34.1;27.0 - 34.1;29.5-32.0
12224;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Delaware;Delaware;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.7;25.3;36.6;25.3 - 36.6;29.5-32.0
12225;Symptoms of Anxiety Disorder or Depressive Disorder;By State;District of Columbia;District of Columbia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.1;22.3;34.4;22.3 - 34.4;23.9-29.4
12226;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Florida;Florida;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;33.7;30.3;37.2;30.3 - 37.2;33.3-39.2
12227;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Georgia;Georgia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;33.6;29.5;37.8;29.5 - 37.8;33.3-39.2
12228;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Hawaii;Hawaii;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;23.9;19.2;29.1;19.2 - 29.1;23.9-29.4
12229;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Idaho;Idaho;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;35.9;32.1;39.8;32.1 - 39.8;33.3-39.2
12230;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Illinois;Illinois;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.5;24.7;32.5;24.7 - 32.5;23.9-29.4
12231;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Indiana;Indiana;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.2;27.1;35.4;27.1 - 35.4;29.5-32.0
12232;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Iowa;Iowa;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.8;24.2;31.7;24.2 - 31.7;23.9-29.4
12233;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Kansas;Kansas;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.0;28.4;35.8;28.4 - 35.8;29.5-32.0
12234;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Kentucky;Kentucky;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;35.9;32.2;39.8;32.2 - 39.8;33.3-39.2
12235;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Louisiana;Louisiana;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;39.2;34.5;44.0;34.5 - 44.0;33.3-39.2
12236;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Maine;Maine;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;27.5;21.8;33.8;21.8 - 33.8;23.9-29.4
12237;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Maryland;Maryland;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.1;25.8;32.6;25.8 - 32.6;23.9-29.4
12238;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Massachusetts;Massachusetts;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.7;26.0;35.8;26.0 - 35.8;29.5-32.0
12239;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Michigan;Michigan;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.1;29.1;35.2;29.1 - 35.2;32.1-33.2
12240;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Minnesota;Minnesota;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.8;23.2;30.7;23.2 - 30.7;23.9-29.4
12241;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Mississippi;Mississippi;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.6;27.8;37.6;27.8 - 37.6;32.1-33.2
12242;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Missouri;Missouri;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.2;26.3;34.3;26.3 - 34.3;29.5-32.0
12243;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Montana;Montana;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.2;28.1;36.7;28.1 - 36.7;32.1-33.2
12244;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Nebraska;Nebraska;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;26.9;22.9;31.2;22.9 - 31.2;23.9-29.4
12245;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Nevada;Nevada;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.6;28.7;36.6;28.7 - 36.6;32.1-33.2
12246;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Hampshire;New Hampshire;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.5;27.3;35.9;27.3 - 35.9;29.5-32.0
12247;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Jersey;New Jersey;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;29.4;25.6;33.5;25.6 - 33.5;23.9-29.4
12248;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New Mexico;New Mexico;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.1;26.7;37.9;26.7 - 37.9;32.1-33.2
12249;Symptoms of Anxiety Disorder or Depressive Disorder;By State;New York;New York;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;34.1;29.4;39.2;29.4 - 39.2;33.3-39.2
12250;Symptoms of Anxiety Disorder or Depressive Disorder;By State;North Carolina;North Carolina;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.1;25.2;35.3;25.2 - 35.3;29.5-32.0
12251;Symptoms of Anxiety Disorder or Depressive Disorder;By State;North Dakota;North Dakota;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.4;25.7;35.5;25.7 - 35.5;29.5-32.0
12252;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Ohio;Ohio;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;35.2;31.4;39.1;31.4 - 39.1;33.3-39.2
12253;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Oklahoma;Oklahoma;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;33.9;29.5;38.4;29.5 - 38.4;33.3-39.2
12254;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Oregon;Oregon;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.6;29.3;36.1;29.3 - 36.1;32.1-33.2
12255;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Pennsylvania;Pennsylvania;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.8;28.8;37.0;28.8 - 37.0;32.1-33.2
12256;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Rhode Island;Rhode Island;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;25.1;20.5;30.1;20.5 - 30.1;23.9-29.4
12257;Symptoms of Anxiety Disorder or Depressive Disorder;By State;South Carolina;South Carolina;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.8;28.5;37.2;28.5 - 37.2;32.1-33.2
12258;Symptoms of Anxiety Disorder or Depressive Disorder;By State;South Dakota;South Dakota;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;24.7;19.6;30.3;19.6 - 30.3;23.9-29.4
12259;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Tennessee;Tennessee;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;33.9;30.3;37.6;30.3 - 37.6;33.3-39.2
12260;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Texas;Texas;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;35.4;32.3;38.6;32.3 - 38.6;33.3-39.2
12261;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Utah;Utah;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.1;28.9;35.3;28.9 - 35.3;32.1-33.2
12262;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Vermont;Vermont;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;30.5;25.3;36.1;25.3 - 36.1;29.5-32.0
12263;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Virginia;Virginia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.6;24.9;32.6;24.9 - 32.6;23.9-29.4
12264;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Washington;Washington;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;31.3;28.7;34.1;28.7 - 34.1;29.5-32.0
12265;Symptoms of Anxiety Disorder or Depressive Disorder;By State;West Virginia;West Virginia;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;37.9;32.7;43.4;32.7 - 43.4;33.3-39.2
12266;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Wisconsin;Wisconsin;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;28.1;24.3;32.1;24.3 - 32.1;23.9-29.4
12267;Symptoms of Anxiety Disorder or Depressive Disorder;By State;Wyoming;Wyoming;3.7;53;Jan 4 - Jan 16, 2023;1/4/23;01/16/2023;32.3;28.6;36.2;28.6 - 36.2;32.1-33.2
12268;Symptoms of Depressive Disorder;National Estimate;United States;United States;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.7;21.1;22.3;21.1 - 22.3;
12269;Symptoms of Depressive Disorder;By Age;United States;18 - 29 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;33.8;31.6;36.1;31.6 - 36.1;
12270;Symptoms of Depressive Disorder;By Age;United States;30 - 39 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;26.4;25.0;27.8;25.0 - 27.8;
12271;Symptoms of Depressive Disorder;By Age;United States;40 - 49 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;21.5;20.3;22.9;20.3 - 22.9;
12272;Symptoms of Depressive Disorder;By Age;United States;50 - 59 years;3.7;54;Feb 1 - Feb 13, 2023;2/1/23;02/13/2023;20.1;19.0;21.3;19.0 - 21.3;
